Table,Start Date,End Date,Start Era,End Era,Dynasty,Location,Sex,Glabello-Occipital Length,Ophryo-Occipital Length,Basi-Bregmatic Height,Maximum Breadth,Biauricular Breadth,Bizygomatic Breadth,Basi-Nasal Length,Basi-Aveolar Length,Nasi-Alveolar Height,Nasal Height,Nasal Width,Flower’s Alveolar Index,Gnathic Angle,Prognathism or Orthognathism,Estimated Cranial Capacity
9,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,171,171,140,143,108,,,,,,,,,,1455
9,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,176,174,132,132,112,120,98,92,66?,47,24,94,74.5,A B,1300
9,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,179,179,135,139,113,129,102,97,69,53,27,95,73,B,1430
9,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,191.5,192,134,136,118,125,99,92,72,51,27,93,73,A,1480
9,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,173,172,130,137,108,122,95,94,72.5,50.5,25,99,68,B C,1310
9,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,183,180,135,133.5,112.5,126,100.5,97,71,52,25.5,97,71,B C,1400
9,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,190,187,137,146,118,183??,105,96,68,44.5,28.5,91,77,A,1615
9,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,182,179,136,139,116,131,99,100,71.5,47.5,25.5,101,68,D,1465
9,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,179,179,135,136,111,,96,91,70.5,49,25,95,71.5,A B,1400
9,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,178,178,128,132,107,112,96,86,73,52,26,90,73,- A,1280
9,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,178,177,135,128,110,122,99,95,70,51,26,96,71.5,B,1310
9,-3500,-2780,BC,BC,Sixth to Twelfth Dynasties,Denderah,Male,183,181,135.5,138.5,121,130.5,108,104?,75,53,25.5,96,72,,1450
